1998,106,38.062659999999966,1500
1999,125,41.267350000000015,1500
2000,96,38.57025999999998,1500
2001,110,41.89029999999997,1500
2002,125,42.219480000000026,1500
2003,113,42.35216,1500
2004,81,29.08906,1500
2005,82,28.37880999999998,1500
2006,75,30.919069999999998,1500
2007,79,33.54729000000001,1500
2008,76,29.043590000000002,1500
2009,89,30.92787,1500
2010,67,26.536789999999993,1500
2011,67,32.018739999999994,1500
2012,59,24.715659999999986,1500
2013,56,23.223520000000015,1500
2014,63,23.253450000000008,1500
2015,67,28.55231000000001,1500
2016,72,28.312759999999997,1500
2017,70,28.056609999999992,1500
2018,89,34.45371000000002,1500
2019,86,39.835089999999994,1500
2020,86,34.81423000000001,1500
